DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",NH,24,27821.41667,9396.916667,8251.541667
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",ME,25,15824.44,9249.24,8171.24
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",AR,29,28104.24138,9161.62069,7361.62069
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",KS,29,48328.06897,10033.96552,8824.931034
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",NV,31,63439.93548,10890.77419,8939.548387
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",CO,37,47558.40541,9577.378378,8146.837838
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",WV,37,33514.51351,10494.7027,8419.783784
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",IA,44,28783.18182,9037.386364,7876.113636
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",OK,50,32135.98,9428.48,8144.68
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",MS,52,37989.07692,8699.884615,7365.692308
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",LA,59,39083.15254,9834.20339,8015.186441
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",MN,70,28371.67143,10718.91429,9300.857143
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",AZ,73,41403.49315,10876.87671,9787.082192
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",AL,75,43088.88,8706.84,7478.44
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",SC,77,34394.05195,9065.922078,7735.792208
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",KY,80,35281.5375,9776.4375,8073.2125
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",MD,85,21043.98824,19434.87059,18373.23529
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",GA,92,37908.40217,9518.608696,8352.717391
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",WA,92,33015.84783,10444.02174,9050.902174
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",MO,99,32967.57576,9435.080808,7913.353535
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",CT,104,35018.75,12272.40385,10745.24038
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",IN,105,32782.12381,9610.590476,8259.638095
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",WI,105,29921.0381,9421.285714,7943.552381
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",TN,114,37560.73684,8661.052632,7526.947368
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",VA,134,29507.53731,9610.589552,7582.380597
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",MA,138,23224.27536,12129.7971,10669.78261
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",MI,159,27829.71069,10711.43396,8909.194969
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",NC,165,29896.38788,10062.93939,8030.593939
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",NJ,177,72078.47458,10574.18079,9182.039548
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",OH,197,30465.31472,9525.649746,7550.091371
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",IL,232,43396.90517,10774.42241,8252.366379
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",PA,248,43487.60484,10190.625,8192.745968
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",TX,282,52312.85816,10541.80851,8471.085106
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",NY,291,49846.01718,15090.81443,12848.2646
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",CA,294,66907.92857,13150.46259,11741.59864
"557 - TENDONITIS, MYOSITIS & BURSITIS W MCC",FL,308,55299.56169,9926.665584,8715.107143
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",AK,13,27822.92308,12313.53846,8800.538462
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",WY,14,17103,6635.285714,5686.714286
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",ID,31,15937.29032,6319.935484,4857.967742
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",SD,32,16766.59375,6010.78125,4817.78125
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",VT,33,25850.87879,11082.75758,7583.606061
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",HI,35,23972.05714,8115.171429,6371.914286
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",ND,35,14248.65714,5743.342857,4503.742857
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MT,45,14495.57778,5740.577778,4300.844444
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",UT,51,19701.90196,5924.27451,4822.333333
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",RI,54,21560.46296,7715.592593,5646.351852
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",DC,57,27590.59649,8726.77193,6066.842105
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",ME,60,15913.73333,5968.033333,4865.133333
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NM,65,24476.47692,6858.815385,5454.738462
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",DE,69,18969.21739,6475.565217,4826.710145
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",OR,71,17956.61972,6934.71831,5452.253521
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NH,75,19941,5576.613333,4511.973333
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NE,89,18451.24719,5804.224719,4558.629213
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",AR,113,16864.99115,5133.088496,4020.920354
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NV,124,43497.09677,6481.193548,5384.983871
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",CO,132,30653.69697,6136.356061,4803.045455
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",KS,132,20836.20455,5337.515152,4239.295455
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MS,135,22550.97778,5503.014815,4207.718519
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",OK,139,21994.35971,5999.352518,4725.985612
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",IA,146,18162.27397,5502.431507,4352.760274
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",WV,146,14904,5690.19863,4140.808219
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",SC,184,24977.69022,6017.130435,4543.717391
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",AZ,204,28258.57843,6483.352941,5307.29902
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",LA,218,22167.86239,5876.509174,4630.197248
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",WA,221,24325.08597,6405.78733,5115.828054
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MN,224,17444.53125,6411.758929,5114.46875
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",AL,242,23082.49587,5079.780992,3849.946281
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",KY,253,18411.56917,5519.533597,4254.426877
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",TN,264,20255.5303,5250.378788,4062.42803
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",WI,290,20806.76207,6185.296552,4601.034483
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MO,291,19966.38144,5541.962199,4385.900344
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",GA,311,22292.49196,5774.646302,4512.720257
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",CT,321,22779.88785,7608.46729,6023.58567
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",IN,365,20256.05753,5744.989041,4380.158904
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NC,427,18560.38407,5920.953162,4338.515222
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",VA,434,19241.74654,5749.781106,4138.313364
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MA,476,13390.27941,6996.430672,5701.02521
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MD,494,8405.842105,7783.032389,6676.030364
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",MI,554,16095.33394,6182.048736,4894.413357
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",OH,589,18889.37351,5761.918506,4317.035654
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NJ,642,49399.85514,6638.604361,5108.232087
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",IL,726,25403.42975,6135.201102,4616.236915
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",CA,864,44057.36806,8253.378472,6855.77662
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",PA,891,26496.422,6201.652076,4568.069585
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",TX,934,29683.45503,6244.965739,4788.009636
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NY,1163,29042.5503,9043.219261,7359.760963
"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",FL,1189,31771.44407,5583.507149,4401.144659
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",NV,12,112796.4167,14672.41667,13601.41667
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MT,14,32492.78571,11067.71429,10362
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",NE,14,37795.42857,12288.64286,11554.64286
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",UT,14,48780.85714,14088.42857,12875.64286
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",WV,15,50434.73333,16796.66667,14512.2
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MS,16,65672.1875,12638.375,11125.875
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",ME,17,24893.17647,12147.05882,11419
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",NM,17,57895.58824,16191.41176,15206.23529
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",AR,18,27587.05556,12152.88889,9311.222222
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",OR,19,36883.57895,15076.47368,13022.42105
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",SC,23,74353.47826,16076.17391,14108.30435
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",LA,24,36856.58333,12895.875,11850
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",AL,28,52426.21429,10413.53571,9700.392857
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",KS,29,45473.51724,12105.86207,11534
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",IA,32,28295.5625,10569.3125,9643.90625
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",CO,33,59499.66667,13149.81818,12163.75758
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",KY,35,29992.11429,11213.85714,9637.485714
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MN,37,41335.37838,14648.40541,12880.54054
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",CT,38,53064,17893.44737,14583.52632
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",AZ,41,48606.95122,14797.7561,13777.36585
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",OK,43,49527.18605,14180.7907,13264.67442
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",WI,45,35475.66667,13597.46667,12272.8
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",GA,47,50704.42553,12849.76596,11854.78723
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",WA,50,54639.96,14038.9,13008.82
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",TN,51,40706.15686,10902.84314,10288.52941
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",IN,53,41185.35849,12131.83019,10820
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MO,53,46596.11321,12753.9434,11604.4717
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MA,55,22167.30909,15082.07273,13785.4
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",NJ,67,83847.8209,13888.79104,12449.53731
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",VA,71,40239.30986,11750.43662,10249.53521
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",NC,79,40090.13924,13926.24051,11070.24051
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",OH,81,40460.44444,11954.85185,10230.37037
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MD,85,37144.89412,34230.74118,33592.15294
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",MI,91,39806.26374,15232.61538,13479.24176
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",IL,101,55053.0495,13384.39604,12117.68317
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",PA,114,46804.28947,12087.81579,10078.9386
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",TX,127,66327.18898,13519.55906,11867.35433
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",NY,137,52603.18978,16598.10219,14578.0292
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",FL,205,58789.1561,11262.77561,9958.741463
"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",CA,243,89433.98765,17374.09053,15817.08642
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",DE,13,17993.84615,7102.846154,6076.230769
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NH,13,22162.38462,7421.769231,6646.538462
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",DC,16,32132.375,10088,6959.5
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",ME,16,13915.125,6413.125,5887.4375
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",RI,17,24840.17647,8238.235294,7522.705882
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NM,19,25911.63158,8405.263158,7434.368421
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",SD,19,18367.68421,7021.736842,6048.263158
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MT,21,15961.66667,6332.714286,5749.47619
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",UT,26,19767.23077,7073.576923,6387.307692
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NE,34,23086.47059,7056.411765,6353.176471
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",OR,36,20834.91667,9436.416667,8286.777778
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NV,40,54119.85,7434.125,5901.275
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",AR,46,14468.80435,6070,5251.586957
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MS,47,23915.42553,6556.234043,5877.106383
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",WV,47,22720.89362,8576.106383,6972.510638
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",LA,53,25169.20755,7464.716981,5927.660377
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",CT,54,30839.92593,10275.42593,7951.685185
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",KY,58,23859.2931,7702.672414,6411.362069
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",KS,60,20161.26667,6718.416667,5934.283333
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",IA,63,24836.34921,7320.555556,6358.746032
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",SC,63,24189.26984,6835.111111,5987.492063
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",OK,68,26095.85294,7595.588235,6367.029412
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",WA,71,25670.08451,8155.070423,7015.901408
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",CO,78,33054.89744,7488.166667,6509.525641
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",WI,78,23036.71795,7624.782051,5892.25641
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",AZ,87,32248.42529,7104.862069,6497.885057
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",AL,93,26563.04301,6366.451613,5188.215054
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MN,94,19749.03191,7992.755319,6578.946809
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",IN,99,22296.69697,6542.313131,5661.888889
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",VA,109,24186.47706,7052.40367,5608.669725
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",GA,112,25448.14286,7142.839286,5967.660714
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MO,119,25437.63025,7108.588235,6342.764706
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",TN,119,26276.38655,6850.596639,5501.084034
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MA,121,16788.59504,8854.561983,7607.867769
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NC,136,21967.71324,7565.257353,6133.125
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MD,161,16239.2236,14991.31677,14130.25466
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NJ,166,48476.07229,7816.692771,6787.204819
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",MI,179,17229.12849,7595.402235,6604.698324
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",OH,181,23774.25967,7131.839779,5788.596685
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",PA,201,30315.72637,7798.099502,6052.701493
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",IL,256,29804.64063,7606.378906,6052.230469
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",NY,280,37413.97857,10492.83571,8607.617857
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",TX,321,36223.09034,7550.573209,6399.554517
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",CA,382,51378.20419,9759.112565,8679.316754
"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",FL,433,36236.73903,6687.644342,5647.13164
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",ID,12,10464.33333,5687.75,3889.416667
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NE,13,12776.61538,4664,3770
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NH,13,10700.30769,4504.153846,3720.538462
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",WV,13,10310,5140.307692,4239.615385
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",DE,15,10550.4,5274.333333,3983.4
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",ME,15,11503.8,5314.466667,3721.066667
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",DC,17,18789.35294,6342.764706,4526.882353
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",OR,20,16527.4,5800.05,5010.7
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",IA,23,12683.65217,4623.043478,3736.652174
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",CO,26,23890.5,4706.615385,3829.192308
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",LA,26,16211,4814.5,3950.307692
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NM,27,14611.59259,4746.740741,4224.740741
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",CT,28,15434.03571,6420.035714,5760.464286
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NV,28,30083.92857,5609.607143,3801.428571
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MS,31,17779.09677,4473.935484,3730.870968
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",WA,33,20376.69697,5734.090909,4340.666667
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",KS,35,15293.4,4329.857143,3536.685714
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",OK,35,11482.45714,4418.8,3651.542857
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",WI,36,15417.88889,4557.722222,3677.361111
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",AR,38,11243.21053,4185.710526,3504.078947
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",SC,42,17024.47619,4601.047619,3610.619048
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MN,43,13244.95349,5170.674419,4225.395349
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",AZ,50,24284.64,4856.02,4114.12
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",IN,50,16295.44,4863.98,3329.4
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",AL,54,21735.7963,4184.851852,3193.222222
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",KY,56,13374.92857,4706.285714,3536.732143
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",GA,57,16281.73684,4312.245614,3354.385965
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",TN,60,17782.5,4922.583333,3471.8
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",VA,74,16308.21622,4650.054054,3615.486486
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MO,82,17982.69512,5214.134146,3935.890244
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MA,87,13461.10345,5849.816092,4919.862069
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NC,90,17632.31111,5313.188889,3979.033333
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",OH,91,13640.47253,4791.230769,3734.714286
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MI,97,13192.84536,5130.546392,4167.721649
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",MD,101,11425.80198,10567.65347,9390.009901
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NJ,123,31329.98374,5179.650407,4257.211382
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",IL,141,17787.21986,4774.35461,3667.51773
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",PA,170,23376.58824,5117.052941,3732.405882
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",TX,183,23123.94536,4971.469945,3772.978142
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",NY,200,21089.41,6832.735,5614.11
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",CA,231,34284.65801,6535.376623,5440.103896
